id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Esranur;Annaniiiii (Stein);-14524.0;-7880.0;-2492.0;-3680.0;-1297.0;-1574.0;573602
1;Esranur;Annaniiiii (Stein);-13760.0;-7828.0;-680.0;-3696.0;-1707.0;-1683.0;573706
2;Esranur;Annaniiiii (Stein);-14596.0;-7496.0;-3936.0;-3696.0;825.0;-3128.0;573809
3;Esranur;Annaniiiii (Stein);-7784.0;-5516.0;-4784.0;-3680.0;3722.0;-5759.0;573911
4;Esranur;Annaniiiii (Stein);-5052.0;-188.0;-9700.0;-3680.0;13314.0;-5969.0;574015
5;Esranur;Annaniiiii (Stein);-25320.0;1712.0;-1240.0;-3680.0;18629.0;421.0;574118
6;Esranur;Annaniiiii (Stein);-32768.0;1568.0;22460.0;-3664.0;20910.0;4829.0;574222
7;Esranur;Annaniiiii (Stein);-20900.0;2832.0;19900.0;-3696.0;1186.0;-87.0;574324
8;Esranur;Annaniiiii (Stein);-8656.0;2992.0;11476.0;-3680.0;-11588.0;1414.0;574428
9;Esranur;Annaniiiii (Stein);-472.0;2268.0;6064.0;-3712.0;-17755.0;3461.0;574531
10;Esranur;Annaniiiii (Stein);1212.0;2980.0;980.0;-3664.0;-22648.0;5751.0;574634
11;Esranur;Annaniiiii (Stein);-2356.0;6820.0;-6504.0;-3664.0;-27489.0;2867.0;574738
12;Esranur;Annaniiiii (Stein);-21860.0;10784.0;-2560.0;-3664.0;-29753.0;2761.0;574840
13;Esranur;Annaniiiii (Stein);-32768.0;15032.0;-22684.0;-3680.0;-32198.0;-3460.0;574944
14;Esranur;Annaniiiii (Stein);-32768.0;12124.0;-32768.0;-3696.0;-12571.0;-14811.0;575047
15;Esranur;Annaniiiii (Stein);-17708.0;9944.0;-24500.0;-3696.0;14898.0;-8713.0;575150
16;Esranur;Annaniiiii (Stein);588.0;13832.0;-14472.0;-3696.0;29739.0;-15158.0;575254
17;Esranur;Annaniiiii (Stein);11388.0;12060.0;-4280.0;-3712.0;32767.0;-17996.0;575357
18;Esranur;Annaniiiii (Stein);13188.0;8460.0;32767.0;-3696.0;24261.0;5532.0;575460
19;Esranur;Annaniiiii (Stein);2236.0;720.0;29600.0;-3664.0;1851.0;3170.0;575563
20;Esranur;Annaniiiii (Stein);-1428.0;-2436.0;16380.0;-3664.0;-925.0;1054.0;575667
21;Esranur;Annaniiiii (Stein);-1416.0;-2900.0;12672.0;-3696.0;-1508.0;842.0;575770
22;Esranur;Annaniiiii (Stein);-3256.0;-3164.0;12424.0;-3696.0;-1190.0;1754.0;575872
23;Esranur;Annaniiiii (Stein);-4308.0;-3008.0;14464.0;-3696.0;-1725.0;2294.0;575976
24;Esranur;Annaniiiii (Stein);-2680.0;-2932.0;15444.0;-3680.0;-3153.0;1782.0;576079
