id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
28;Semih;sues (Schere);15108.0;-6216.0;-4692.0;-4032.0;-892.0;738.0;682565
1;Semih;sues (Schere);11732.0;-6492.0;-9968.0;-4000.0;94.0;-158.0;687931
2;Semih;sues (Schere);11604.0;-7248.0;-9440.0;-3984.0;358.0;1264.0;688034
3;Semih;sues (Schere);13176.0;-8032.0;-9844.0;-4000.0;-605.0;93.0;688137
4;Semih;sues (Schere);13928.0;-7848.0;-9372.0;-4032.0;-755.0;435.0;688240
5;Semih;sues (Schere);12904.0;-7976.0;-9280.0;-4032.0;-34.0;-277.0;688343
6;Semih;sues (Schere);13672.0;-8128.0;-8836.0;-4016.0;133.0;642.0;688446
7;Semih;sues (Schere);13780.0;-7776.0;-10904.0;-3968.0;-344.0;-157.0;688550
8;Semih;sues (Schere);14092.0;-7840.0;-9076.0;-3984.0;-230.0;700.0;688653
9;Semih;sues (Schere);13296.0;-8060.0;-8448.0;-4000.0;-94.0;49.0;688756
10;Semih;sues (Schere);13820.0;-7748.0;-8632.0;-4000.0;-275.0;1212.0;688859
11;Semih;sues (Schere);13332.0;-7896.0;-8992.0;-4016.0;87.0;249.0;688962
12;Semih;sues (Schere);14116.0;-7848.0;-8936.0;-4032.0;-794.0;-9.0;689066
13;Semih;sues (Schere);13712.0;-7980.0;-8540.0;-4016.0;-3.0;43.0;689168
14;Semih;sues (Schere);14064.0;-7772.0;-8304.0;-4016.0;-279.0;-7.0;689272
15;Semih;sues (Schere);14332.0;-8016.0;-9100.0;-4000.0;2.0;331.0;689375
16;Semih;sues (Schere);13872.0;-7540.0;-10184.0;-4016.0;-709.0;-210.0;689478
17;Semih;sues (Schere);12992.0;-7292.0;-8060.0;-4000.0;-359.0;643.0;689581
18;Semih;sues (Schere);5872.0;-4616.0;-5956.0;-4016.0;-5060.0;-4213.0;689684
19;Semih;sues (Schere);17996.0;-4332.0;-14212.0;-4000.0;-3657.0;-7636.0;689788
20;Semih;sues (Schere);32767.0;-5048.0;-19768.0;-4000.0;1779.0;-417.0;689891
21;Semih;sues (Schere);32767.0;-228.0;-19884.0;-4016.0;5701.0;6463.0;689993
22;Semih;sues (Schere);16048.0;4772.0;-10000.0;-3984.0;8086.0;18892.0;690097
23;Semih;sues (Schere);-404.0;-980.0;-3740.0;-3968.0;2610.0;16362.0;690200
24;Semih;sues (Schere);-4704.0;-9220.0;-240.0;-4016.0;2432.0;3589.0;690304
25;Semih;sues (Schere);-368.0;-10456.0;5000.0;-3968.0;-2141.0;1170.0;690407
26;Semih;sues (Schere);2664.0;-8664.0;5488.0;-4016.0;-6711.0;1450.0;690510
27;Semih;sues (Schere);7312.0;-6552.0;3296.0;-4016.0;-13069.0;1610.0;690613
28;Semih;sues (Schere);16888.0;-6012.0;-5272.0;-4000.0;-19828.0;1763.0;690716
29;Semih;sues (Schere);29396.0;-7556.0;-22908.0;-3984.0;-12897.0;1755.0;690820
30;Semih;sues (Schere);19672.0;-7788.0;-20300.0;-4016.0;6.0;-136.0;690922
31;Semih;sues (Schere);13640.0;-6252.0;-15832.0;-4032.0;6308.0;-1312.0;691026
32;Semih;sues (Schere);8600.0;-4288.0;-20128.0;-4032.0;12231.0;-4458.0;691129
33;Semih;sues (Schere);14164.0;-552.0;-12420.0;-3984.0;21160.0;-2977.0;691233
34;Semih;sues (Schere);15356.0;3540.0;-7668.0;-4016.0;24797.0;-800.0;691336
35;Semih;sues (Schere);19164.0;2168.0;10924.0;-4000.0;21301.0;1537.0;691438
36;Semih;sues (Schere);19888.0;-2288.0;8916.0;-4000.0;5737.0;-1373.0;691542
37;Semih;sues (Schere);17944.0;-3908.0;1560.0;-4016.0;-662.0;-620.0;691645
38;Semih;sues (Schere);17152.0;-4928.0;-2548.0;-4000.0;-814.0;307.0;691749
39;Semih;sues (Schere);15512.0;-4944.0;-3120.0;-3984.0;-329.0;184.0;691852
40;Semih;sues (Schere);15988.0;-4852.0;-3244.0;-4000.0;-600.0;-307.0;691954
41;Semih;sues (Schere);15556.0;-5000.0;-2408.0;-4048.0;-557.0;-179.0;692058
42;Semih;sues (Schere);16848.0;-4796.0;-2528.0;-4000.0;-147.0;-35.0;692161
43;Semih;sues (Schere);16040.0;-4916.0;-1576.0;-4000.0;-325.0;266.0;692265
44;Semih;sues (Schere);16560.0;-4704.0;-2976.0;-4032.0;-471.0;-125.0;692367
45;Semih;sues (Schere);15840.0;-5152.0;-2424.0;-4016.0;-495.0;79.0;692471
46;Semih;sues (Schere);16356.0;-4884.0;-3424.0;-4000.0;-316.0;-280.0;692574
47;Semih;sues (Schere);16288.0;-5048.0;-2604.0;-4016.0;-661.0;1.0;692677
48;Semih;sues (Schere);16004.0;-5084.0;-3380.0;-4032.0;-79.0;31.0;692780
49;Semih;sues (Schere);16424.0;-5000.0;-2360.0;-4000.0;-648.0;98.0;692883
50;Semih;sues (Schere);16068.0;-5132.0;-3708.0;-3984.0;-110.0;-6.0;692987
51;Semih;sues (Schere);16424.0;-5016.0;-2368.0;-4000.0;-399.0;147.0;693089
