id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Vaios;GEAR 5 (Papier);5440.0;-16732.0;-3692.0;-3888.0;240.0;-435.0;1512540
1;Vaios;GEAR 5 (Papier);4340.0;-16404.0;-3200.0;-3888.0;84.0;21.0;1512643
2;Vaios;GEAR 5 (Papier);4852.0;-16636.0;-2892.0;-3872.0;-203.0;538.0;1512747
3;Vaios;GEAR 5 (Papier);4288.0;-16404.0;-2848.0;-3904.0;-922.0;1045.0;1512849
4;Vaios;GEAR 5 (Papier);4724.0;-16212.0;-3068.0;-3904.0;-820.0;481.0;1512953
5;Vaios;GEAR 5 (Papier);4568.0;-16708.0;-3148.0;-3920.0;-504.0;-235.0;1513056
6;Vaios;GEAR 5 (Papier);16804.0;-14616.0;-3116.0;-3888.0;199.0;1343.0;1513159
7;Vaios;GEAR 5 (Papier);26388.0;-2760.0;-3632.0;-3856.0;5988.0;-9027.0;1513263
8;Vaios;GEAR 5 (Papier);-10440.0;8124.0;5524.0;-3888.0;-1471.0;-1053.0;1513366
9;Vaios;GEAR 5 (Papier);-18632.0;4936.0;-25024.0;-3888.0;1733.0;378.0;1513469
10;Vaios;GEAR 5 (Papier);-31476.0;6380.0;-4728.0;-3888.0;275.0;-649.0;1513572
11;Vaios;GEAR 5 (Papier);-31676.0;1172.0;-4404.0;-3888.0;-507.0;331.0;1513676
12;Vaios;GEAR 5 (Papier);-30456.0;-8408.0;-11040.0;-3856.0;773.0;1900.0;1513779
13;Vaios;GEAR 5 (Papier);-17936.0;-11384.0;-2216.0;-3888.0;1418.0;3440.0;1513882
14;Vaios;GEAR 5 (Papier);-15840.0;-17068.0;-10052.0;-3888.0;6735.0;-1722.0;1513986
15;Vaios;GEAR 5 (Papier);-18588.0;-8928.0;4056.0;-3904.0;-5520.0;1766.0;1514088
16;Vaios;GEAR 5 (Papier);-11484.0;2096.0;-4668.0;-3872.0;360.0;-807.0;1514192
17;Vaios;GEAR 5 (Papier);-17588.0;8308.0;-32768.0;-3888.0;8550.0;11572.0;1514295
18;Vaios;GEAR 5 (Papier);-17904.0;11560.0;3940.0;-3840.0;1706.0;-2818.0;1514398
19;Vaios;GEAR 5 (Papier);-12420.0;5608.0;-10292.0;-3904.0;-1363.0;-4005.0;1514502
20;Vaios;GEAR 5 (Papier);-24236.0;12764.0;-1880.0;-3872.0;-7876.0;-13488.0;1514605
21;Vaios;GEAR 5 (Papier);-9196.0;10264.0;-10624.0;-3904.0;-1385.0;-9240.0;1514709
22;Vaios;GEAR 5 (Papier);-10920.0;-1720.0;-14352.0;-3888.0;-171.0;3032.0;1514811
23;Vaios;GEAR 5 (Papier);-3144.0;-10844.0;-16888.0;-3872.0;-7395.0;2202.0;1514915
24;Vaios;GEAR 5 (Papier);-19132.0;-14992.0;-5004.0;-3920.0;7229.0;-1919.0;1515018
25;Vaios;GEAR 5 (Papier);-4888.0;-11004.0;8436.0;-3872.0;3062.0;-4137.0;1515121
26;Vaios;GEAR 5 (Papier);-8444.0;-17740.0;-2068.0;-3904.0;-4629.0;6200.0;1515225
27;Vaios;GEAR 5 (Papier);-19744.0;-8876.0;-14684.0;-3872.0;-3102.0;339.0;1515328
28;Vaios;GEAR 5 (Papier);-14576.0;13200.0;-14820.0;-3904.0;9636.0;1243.0;1515432
29;Vaios;GEAR 5 (Papier);-12312.0;17116.0;-17496.0;-3888.0;10556.0;4278.0;1515534
30;Vaios;GEAR 5 (Papier);-2396.0;3892.0;-8312.0;-3888.0;-1821.0;-3502.0;1515638
31;Vaios;GEAR 5 (Papier);-20408.0;12.0;-6840.0;-3888.0;-1289.0;-1770.0;1515741
32;Vaios;GEAR 5 (Papier);-19480.0;-84.0;-3028.0;-3888.0;-941.0;-1865.0;1515844
33;Vaios;GEAR 5 (Papier);-16216.0;-532.0;-4128.0;-3888.0;78.0;-635.0;1515948
34;Vaios;GEAR 5 (Papier);-14080.0;-60.0;-4208.0;-3872.0;1659.0;-588.0;1516051
35;Vaios;GEAR 5 (Papier);-16000.0;-1212.0;-3168.0;-3872.0;-452.0;60.0;1516154
36;Vaios;GEAR 5 (Papier);-14840.0;-984.0;-2972.0;-3904.0;-23.0;594.0;1516257
