id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Muhammed;sues (Schere);-16208.0;7760.0;4964.0;-3856.0;6199.0;-31101.0;77133
1;Muhammed;sues (Schere);-4144.0;7212.0;12028.0;-3872.0;-5221.0;-11269.0;77236
2;Muhammed;sues (Schere);-1824.0;4316.0;4228.0;-3888.0;3884.0;-4353.0;77339
3;Muhammed;sues (Schere);-4060.0;5824.0;15836.0;-3872.0;3072.0;-4887.0;77443
4;Muhammed;sues (Schere);-1900.0;5272.0;14240.0;-3888.0;1427.0;-1962.0;77546
5;Muhammed;sues (Schere);-4416.0;4016.0;13576.0;-3856.0;-449.0;-2180.0;77648
6;Muhammed;sues (Schere);-16.0;320.0;29892.0;-3872.0;-3895.0;-2638.0;77752
7;Muhammed;sues (Schere);-9716.0;-1776.0;30884.0;-3872.0;-18480.0;3828.0;77855
8;Muhammed;sues (Schere);-6132.0;6972.0;25456.0;-3872.0;-32768.0;6697.0;77958
9;Muhammed;sues (Schere);-1060.0;8200.0;14328.0;-3888.0;-32768.0;3422.0;78061
10;Muhammed;sues (Schere);4644.0;3060.0;-7840.0;-3872.0;-17674.0;4242.0;78165
11;Muhammed;sues (Schere);-5864.0;-3484.0;-12616.0;-3856.0;-2756.0;3403.0;78268
12;Muhammed;sues (Schere);-12784.0;-4296.0;-12856.0;-3872.0;13528.0;13220.0;78370
13;Muhammed;sues (Schere);-13372.0;-4300.0;5820.0;-3856.0;21667.0;18136.0;78474
14;Muhammed;sues (Schere);-4088.0;1044.0;32767.0;-3888.0;25146.0;15718.0;78577
15;Muhammed;sues (Schere);20892.0;-2104.0;18352.0;-3872.0;7874.0;8825.0;78681
16;Muhammed;sues (Schere);16084.0;1496.0;24580.0;-3888.0;4008.0;-9935.0;78783
17;Muhammed;sues (Schere);3128.0;11028.0;21656.0;-3872.0;3139.0;-14697.0;78886
18;Muhammed;sues (Schere);-32768.0;7088.0;20164.0;-3856.0;-7626.0;-6875.0;78990
19;Muhammed;sues (Schere);-20004.0;-1564.0;10168.0;-3872.0;-6985.0;-398.0;79093
20;Muhammed;sues (Schere);-7872.0;-3916.0;11100.0;-3840.0;1388.0;-555.0;79196
21;Muhammed;sues (Schere);-1900.0;-3772.0;13560.0;-3840.0;-371.0;631.0;79299
22;Muhammed;sues (Schere);-2940.0;-3048.0;16084.0;-3920.0;1629.0;-1253.0;79403
23;Muhammed;sues (Schere);-2920.0;-3144.0;13428.0;-3872.0;-2071.0;-541.0;79506
24;Muhammed;sues (Schere);-424.0;-2720.0;14556.0;-3856.0;798.0;-1336.0;79608
25;Muhammed;sues (Schere);-488.0;-3056.0;11592.0;-3840.0;-655.0;-572.0;79712
